File_name,B_bkg [Tesla],Cyclotron frequency [Hertz],Downmixed cyclotron frequency [Hertz],Energy [eV],LO frequency [Hertz],Pitch angle [degrees],Starting position [metres],Starting velocity [metres/second],Time step [seconds],Trap length [metres],Waveguide impedance [Ohms],i_coil [Amps],r_coil [metres],r_wg [metres]
out_0c2ef2d2-c956-44d4-8c0a-2aa92f5f9771.h5,1.0,27043382059.723713,232739008.56144714,18575.0,26810643051.162266,87.6,[0.003 0.    0.   ],[78214141.50636995  8120785.36479861 -3295765.89970319],1e-09,0.1,495.5716984843948,154.60765618550025,0.02,0.005
out_d222a332-8e1a-49e9-bc03-020e9b04340d.h5,1.0,27036640404.869724,225997353.7074585,18575.0,26810643051.162266,88.1,[0.00315 0.      0.     ],[ 76373257.16873686 -18830231.25296405   2609432.84702172],1e-09,0.1,495.6619940777025,154.60765618550025,0.02,0.005
out_dbafd719-2e88-41a5-b407-93d610052019.h5,1.0,27026556531.58438,215913480.42211533,18575.0,26810643051.162266,89.2,[0.00185 0.      0.     ],[58820726.65126441 52279783.38680631 -1098874.25626444],1e-09,0.1,495.797272743407,154.60765618550025,0.02,0.005
out_09706a67-5751-42c4-8606-c82c7384f3dd.h5,1.0,27068000757.934097,257357706.7718315,18575.0,26810643051.162266,86.5,[0.0019 0.     0.    ],[-65107683.78099252 -43956400.33455271  -4804741.58389951],1e-09,0.1,495.2429536097242,154.60765618550025,0.02,0.005
out_104931df-a3ed-4f53-8013-5bbe61b015df.h5,1.0,27023771572.120678,213128520.95841217,18575.0,26810643051.162266,90.0,[0.0049 0.     0.    ],[-5.57503980e+07 -5.55531663e+07  4.81920734e-09],1e-09,0.1,495.83468017334377,154.60765618550025,0.02,0.005
out_ad86178b-98f5-45a1-bf7d-05c75cba0803.h5,1.0,27039174662.522964,228531611.3606987,18575.0,26810643051.162266,87.9,[0.00205 0.      0.     ],[-18578469.99254101  76425023.37200099   2883992.84163323],1e-09,0.1,495.62803731964806,154.60765618550025,0.02,0.005
out_36495c2c-6dbd-4550-91fb-a05f98cea484.h5,1.0,27055704855.500263,245061804.33799744,18575.0,26810643051.162266,86.9,[0.0042 0.     0.    ],[11373348.81735022 77761126.97049245 -4256198.8138556 ],1e-09,0.1,495.40695250651476,154.60765618550025,0.02,0.005
out_92816913-b352-49c9-9ebc-d01899f8bebc.h5,1.0,27051874095.56454,241231044.4022751,18575.0,26810643051.162266,87.1,[0.0031 0.     0.    ],[-26764792.4783041  -73905696.19282292  -3981847.96705131],1e-09,0.1,495.45812500931515,154.60765618550025,0.02,0.005
out_c3060dbb-51b2-41a0-9aab-ed27ffe93e39.h5,1.0,27031200004.78221,220556953.61994553,18575.0,26810643051.162266,88.6,[0.00305 0.      0.     ],[-74656945.81276806 -24837553.27617541   1922901.07592613],1e-09,0.1,495.7349463720095,154.60765618550025,0.02,0.005
out_7afb94c6-1705-4eed-b799-c2bd84498a0f.h5,1.0,27049831315.91051,239188264.74824524,18575.0,26810643051.162266,87.2,[0.00335 0.      0.     ],[-70906937.25436795 -33936500.16029128   3844654.14061033],1e-09,0.1,495.4854284807011,154.60765618550025,0.02,0.005
out_0b38284d-2bb5-45ff-807e-bdb90736e340.h5,1.0,27032089727.544983,221446676.38271713,18575.0,26810643051.162266,88.5,[0.0032 0.     0.    ],[-22817551.71884796 -75295258.7028089   -2060220.81826565],1e-09,0.1,495.72301054099495,154.60765618550025,0.02,0.005
out_3ee3ad38-c495-4ab1-9ed1-712897e61b30.h5,1.0,27023932620.69142,213289569.52915573,18575.0,26810643051.162266,90.0,[ 0.00382584 -0.00068345  0.        ],[-5.02717051e+07  6.05558984e+07  4.81920734e-09],1e-09,0.1,495.83251643160446,154.60765618550025,0.02,0.005
out_aaa7629b-787f-497f-83a9-9d7601a967f4.h5,1.0,27028693625.80776,218050574.64549255,18575.0,26810643051.162266,88.9,[0.002 0.    0.   ],[21235327.6653534  75769645.46707249  1510908.37725346],1e-09,0.1,495.768580984488,154.60765618550025,0.02,0.005
out_b6deec5d-11ea-4177-b1b8-9bde1467ceb5.h5,1.0,27025047748.30226,214404697.13999557,18575.0,26810643051.162266,89.5,[0.00195 0.      0.     ],[78520998.00173353 -5314350.77957976   686810.00908256],1e-09,0.1,495.81753615510826,154.60765618550025,0.02,0.005
out_9c9c94e3-f6ef-4781-ae45-a4d4bae09f61.h5,1.0,27065211309.197605,254568258.03533936,18575.0,26810643051.162266,86.5,[0.005 0.    0.   ],[-75415963.54906267 -21991090.46099427   4804741.58389951],1e-09,0.1,495.280124524396,154.60765618550025,0.02,0.005
out_ed754aed-2e2b-4e9d-b96e-82c652ebde7e.h5,1.0,27029473248.71533,218830197.55306244,18575.0,26810643051.162266,88.8,[0.0011 0.     0.    ],[ 34015417.21907703 -70954181.2797029    1648244.43709414],1e-09,0.1,495.75811701790445,154.60765618550025,0.02,0.005
out_78ae44fb-91e8-4987-b6cd-cf265d5fe2bf.h5,1.0,27025409363.07682,214766311.9145546,18575.0,26810643051.162266,89.4,[0.00285 0.      0.     ],[ 72767080.93924215 -29975554.02407652   -824167.40816897],1e-09,0.1,495.81267902468534,154.60765618550025,0.02,0.005
out_b5803d65-f0f2-4bbd-988e-25fd1d767bfa.h5,1.0,27037456221.786755,226813170.62448883,18575.0,26810643051.162266,88.0,[0.00495 0.      0.     ],[-47804135.84144451 -62461838.76101524   2746717.02781569],1e-09,0.1,495.65106106571886,154.60765618550025,0.02,0.005
out_d9c5c161-62b0-4036-9670-17a23254946b.h5,1.0,27030367237.34765,219724186.18538284,18575.0,26810643051.162266,88.7,[0.00015 0.      0.     ],[-63746234.84835549  46124726.79878663  -1785575.4760964 ],1e-09,0.1,495.74611998365475,154.60765618550025,0.02,0.005
out_8ae768db-3f16-47f4-8f53-c648e01e1f8d.h5,1.0,27041435109.624302,230792058.46203613,18575.0,26810643051.162266,87.7,[0.0048 0.     0.    ],[ 35704926.57646554 -70067418.55898772   3158517.69570215],1e-09,0.1,495.5977633158172,154.60765618550025,0.02,0.005
out_2525563b-f29f-4513-a619-016b8b294312.h5,1.0,27054260415.95142,243617364.78915405,18575.0,26810643051.162266,87.0,[-0.00148216  0.00167353  0.        ],[-36114088.88538152  69807358.7667541    4119029.66409281],1e-09,0.1,495.4262433718409,154.60765618550025,0.02,0.005
out_ca0472a0-954a-44a6-9519-a125c818a736.h5,1.0,27033318932.073757,222675880.9114914,18575.0,26810643051.162266,88.4,[0.0003 0.     0.    ],[  1760950.12723301 -78653232.97297889   2197534.28481529],1e-09,0.1,495.7065238424447,154.60765618550025,0.02,0.005
out_e38c77a2-2a17-4a19-ab41-7d6ff427f51d.h5,1.0,27048603491.570244,237960440.40797806,18575.0,26810643051.162266,87.3,[0.00025 0.      0.     ],[-51951719.29622708 -59004532.42260043   3707448.60268611],1e-09,0.1,495.5018445368104,154.60765618550025,0.02,0.005
out_80b815b3-49eb-438d-a769-ba29b315202a.h5,1.0,27025967244.445034,215324193.28276825,18575.0,26810643051.162266,89.3,[0.00295 0.      0.     ],[-18076841.15027522  76593501.344996     -961522.29669855],1e-09,0.1,495.80518634674,154.60765618550025,0.02,0.005
out_25c3b2a4-a0d3-4e21-87e0-7b93df28223e.h5,1.0,27040686651.60759,230043600.44532394,18575.0,26810643051.162266,87.8,[0.00115 0.      0.     ],[ 26432389.87715559 -74070654.87467586  -3021259.87030847],1e-09,0.1,495.60778590461143,154.60765618550025,0.02,0.005
out_c6c70075-94ed-4f40-9ca1-6b730e5f27cd.h5,1.0,27034471519.783848,223828468.62158203,18575.0,26810643051.162266,88.3,[0.0002 0.     0.    ],[-72710145.47824691 -30034054.35758847  -2334841.05729442],1e-09,0.1,495.69106830339837,154.60765618550025,0.02,0.005
out_b847ee8a-4b3c-4e39-bf7d-d8378de061bd.h5,1.0,27046728309.335743,236085258.17347717,18575.0,26810643051.162266,87.4,[0.00035 0.      0.     ],[78218928.87252398  7956995.06848955 -3570231.77123046],1e-09,0.1,495.5269232562207,154.60765618550025,0.02,0.005
out_b8384c88-9629-4a13-971d-fd2e086057fa.h5,1.0,27038057468.30974,227414417.14747238,18575.0,26810643051.162266,88.0,[5.e-05 0.e+00 0.e+00],[-77354872.90024844  14245713.16364161  -2746717.02781569],1e-09,0.1,495.64300467363,154.60765618550025,0.02,0.005
out_a50d397f-fa7d-4465-93f5-a855cf8d7941.h5,1.0,27030177142.36558,219534091.20331573,18575.0,26810643051.162266,88.7,[0.00485 0.      0.     ],[53120096.88055188 58045914.47298579  1785575.4760964 ],1e-09,0.1,495.7486708234163,154.60765618550025,0.02,0.005
out_a80bc978-5243-4d26-a860-6256a436d25a.h5,1.0,27042069074.01825,231426022.85598373,18575.0,26810643051.162266,87.7,[0.0001 0.     0.    ],[-74961193.720654    23771923.80363347   3158517.69570215],1e-09,0.1,495.5892750357624,154.60765618550025,0.02,0.005
out_29cd703c-61e9-407c-923a-133733490d1e.h5,1.0,27052939499.494305,242296448.33203888,18575.0,26810643051.162266,87.0,[0.0049 0.     0.    ],[ -3380598.30723485 -78523030.43755177   4119029.66409281],1e-09,0.1,495.44388923247664,154.60765618550025,0.02,0.005
out_31229426-f727-41d7-b6e4-e97cf85bfcfd.h5,1.0,27023994305.29552,213351254.133255,18575.0,26810643051.162266,90.0,[0.00235 0.      0.     ],[-3.21317565e+07 -7.18457471e+07  4.81920734e-09],1e-09,0.1,495.8316876959404,154.60765618550025,0.02,0.005
out_09909f48-4e99-4100-953a-a22f0bdf5fac.h5,1.0,27028717569.189846,218074518.02758026,18575.0,26810643051.162266,88.9,[0.00035 0.      0.     ],[ 4730519.81647893 78546804.50232638  1510908.37725346],1e-09,0.1,495.76825959713017,154.60765618550025,0.02,0.005
out_6e29326c-400c-41e4-85c5-48189c0f9b9b.h5,1.0,27024576599.69714,213933548.53487396,18575.0,26810643051.162266,89.6,[0.00385 0.      0.     ],[69655410.45016056 36634451.79790913  -549450.51785376],1e-09,0.1,495.82386502663195,154.60765618550025,0.02,0.005
out_51463874-38f1-48f1-8a3e-ac6f35a361ef.h5,1.0,27052158313.458385,241515262.2961197,18575.0,26810643051.162266,87.1,[0.00125 0.      0.     ],[-77394562.30848083 -13729084.86503027  -3981847.96705131],1e-09,0.1,495.45432704544146,154.60765618550025,0.02,0.005
out_747fc0e2-2607-405a-b02c-ad4abfa4d85c.h5,1.0,27031348821.624405,220705770.46213913,18575.0,26810643051.162266,88.6,[0.0013 0.     0.    ],[-47087047.31008857  63034701.44654385  -1922901.07592613],1e-09,0.1,495.73294981846846,154.60765618550025,0.02,0.005
out_f3e5493f-9a0e-45e2-a624-71f56b7a841b.h5,1.0,27024004456.299866,213361405.13759995,18575.0,26810643051.162266,89.9,[0.0028 0.     0.    ],[ 29394799.90540083 -73008136.73233502   -137363.67554547],1e-09,0.1,495.831551317644,154.60765618550025,0.02,0.005
out_e8173c80-07cf-4afa-ad9d-0b38c2118607.h5,1.0,27050340706.387363,239697655.22509766,18575.0,26810643051.162266,87.2,[0.001 0.    0.   ],[-34243688.12547355  70759095.65200524  -3844654.14061033],1e-09,0.1,495.4786190463499,154.60765618550025,0.02,0.005
out_1c6f1c9c-b033-484f-b1e6-6bb5f619ff58.h5,1.0,27032242786.79645,221599735.6341858,18575.0,26810643051.162266,88.5,[0.00115 0.      0.     ],[69085658.90753056 37645562.59212451 -2060220.81826565],1e-09,0.1,495.72095742242254,154.60765618550025,0.02,0.005
out_f56a8aaf-6af5-485c-9ba9-c4c4af7f70f3.h5,1.0,27039209441.896114,228566390.73384857,18575.0,26810643051.162266,87.9,[0.0003 0.     0.    ],[-45490568.36555483 -64160361.0841883   -2883992.84163323],1e-09,0.1,495.6275714224878,154.60765618550025,0.02,0.005
out_34692348-eb46-46d5-a36a-f12e4d6d1850.h5,1.0,27027006751.6853,216363700.52303314,18575.0,26810643051.162266,89.1,[0.00395 0.      0.     ],[-41540148.84474087 -66836733.51055904  -1236222.86846876],1e-09,0.1,495.79122729111606,154.60765618550025,0.02,0.005
out_c972d95a-8f64-44e7-9036-be5b1ce01577.h5,1.0,27063655785.374496,253012734.21223068,18575.0,26810643051.162266,86.6,[0.0038 0.     0.    ],[-76094747.18004356  19546454.18060894  -4667626.80126039],1e-09,0.1,495.30086135001517,154.60765618550025,0.02,0.005
out_0e511fb3-ef84-4c44-8004-864c9fcf281f.h5,1.0,27045177972.680405,234534921.5181389,18575.0,26810643051.162266,87.5,[0.0011 0.     0.    ],[-65339587.22808192 -43740301.59182825   3433004.06422971],1e-09,0.1,495.547664301267,154.60765618550025,0.02,0.005
out_50f0e0f6-045b-44be-948e-4fdddd53bccf.h5,1.0,27035486136.60613,224843085.44386292,18575.0,26810643051.162266,88.2,[0.00105 0.      0.     ],[-49113713.52096883  61449107.59188128   2472140.71744274],1e-09,0.1,495.6774657067662,154.60765618550025,0.02,0.005
out_ee7833a4-15ec-442e-ba6e-33aaa79007cd.h5,1.0,27043535456.330498,232892405.16823196,18575.0,26810643051.162266,87.6,[0.00135 0.      0.     ],[67336781.25555508 40609813.79741991  3295765.89970319],1e-09,0.1,495.56964529839075,154.60765618550025,0.02,0.005
out_b1435d8e-ec21-4f61-8d69-386dd49c26c0.h5,1.0,27036741283.770927,226098232.60866165,18575.0,26810643051.162266,88.1,[0.0012 0.     0.    ],[-77989694.18725     10249859.52007842   2609432.84702172],1e-09,0.1,495.66064207587436,154.60765618550025,0.02,0.005
out_34eb1965-6989-4b92-8002-21d86f6480b8.h5,1.0,27056235319.055756,245592267.89348984,18575.0,26810643051.162266,86.9,[0.00285 0.      0.     ],[32387978.83569417 71604223.04571705 -4256198.8138556 ],1e-09,0.1,495.39986936925993,154.60765618550025,0.02,0.005
out_3cef5f92-c5ca-4267-a23b-4e793790bf7f.h5,1.0,27024377248.192192,213734197.0299263,18575.0,26810643051.162266,89.7,[0.0021 0.     0.    ],[-47127304.64610998 -63032598.69736612   -412089.35290339],1e-09,0.1,495.8265430593895,154.60765618550025,0.02,0.005
out_2a931864-dc8c-4f49-aa76-e52dd902e992.h5,1.0,27025428987.03865,214785935.87638474,18575.0,26810643051.162266,89.4,[0.00235 0.      0.     ],[-41174933.82838029 -67068671.76034614    824167.40816897],1e-09,0.1,495.81241544959033,154.60765618550025,0.02,0.005
out_2a8ce1bd-3e4f-4466-b6db-c756f75b7b85.h5,1.0,27041570059.408688,230927008.2464218,18575.0,26810643051.162266,87.7,[0.0043 0.     0.    ],[-66450004.36675733 -42055699.31660992   3158517.69570215],1e-09,0.1,495.595956358759,154.60765618550025,0.02,0.005
out_a07db638-3091-4464-9a2e-9f9f3fe47562.h5,1.0,27037586827.580494,226943776.41822815,18575.0,26810643051.162266,88.0,[0.00425 0.      0.     ],[-52277403.88214256 -58768952.24774464   2746717.02781569],1e-09,0.1,495.64931093661363,154.60765618550025,0.02,0.005
out_5fb7db38-34df-45d4-83ce-6607753956f2.h5,1.0,27024160322.976944,213517271.8146782,18575.0,26810643051.162266,89.8,[0.00315 0.      0.     ],[22149865.05780502 75521978.00917782  -274726.93265739],1e-09,0.1,495.8294572891268,154.60765618550025,0.02,0.005
out_24cbcb23-4f09-4ece-9e89-6d2d60dcfb5f.h5,1.0,27046210271.37178,235567220.20951462,18575.0,26810643051.162266,87.4,[0.00415 0.      0.     ],[ 75717182.8648699  -21175996.39905491  -3570231.77123046],1e-09,0.1,495.5338530958788,154.60765618550025,0.02,0.005
out_6d60b9fb-291c-45d4-9737-0ce7bf5f5c24.h5,1.0,27048600761.717045,237957710.55477905,18575.0,26810643051.162266,87.3,[0.00095 0.      0.     ],[-58008646.29819413  53061407.24570622  -3707448.60268611],1e-09,0.1,495.5018810393557,154.60765618550025,0.02,0.005
out_5bc12f80-7efa-4f58-a158-f3b0ea8c5aa0.h5,1.0,27034096142.795902,223453091.63363647,18575.0,26810643051.162266,88.3,[0.004 0.    0.   ],[-22516250.93736587 -75377902.06916067   2334841.05729442],1e-09,0.1,495.69610151735014,154.60765618550025,0.02,0.005
out_16a25ea1-0ce1-4bdd-9f1f-11689c5e0e4f.h5,1.0,27033318208.974728,222675157.81246185,18575.0,26810643051.162266,88.4,[0.0008 0.     0.    ],[75699364.46721783 21425177.28541856 -2197534.28481529],1e-09,0.1,495.7065335398616,154.60765618550025,0.02,0.005
out_47af7368-e3ff-4dee-b2d1-b269adf058a8.h5,1.0,27026004313.864227,215361262.70196152,18575.0,26810643051.162266,89.3,[0.00225 0.      0.     ],[-9577434.93246796 78112799.04325879  -961522.29669855],1e-09,0.1,495.80468851090984,154.60765618550025,0.02,0.005
out_80f2d6b9-ce23-4f61-8120-56ce2756c182.h5,1.0,27027883576.239758,217240525.07749176,18575.0,26810643051.162266,89.0,[0.002 0.    0.   ],[32653071.62289752 71597146.48439334 -1373567.71492384],1e-09,0.1,495.77945499377574,154.60765618550025,0.02,0.005
out_e954130f-7b05-4088-83d2-5fd8d7188d9c.h5,1.0,27061101624.56832,250458573.40605545,18575.0,26810643051.162266,86.7,[0.00215 0.      0.     ],[-51174509.07493793 -59623027.17915729  -4530497.80022054],1e-09,0.1,495.33492450296325,154.60765618550025,0.02,0.005
out_d2397d57-ed02-4a78-ad3f-37639b067ff5.h5,1.0,27046730818.225925,236087767.06365967,18575.0,26810643051.162266,87.4,[0.00085 0.      0.     ],[26167990.84191375 74140075.93590966 -3570231.77123046],1e-09,0.1,495.52688969625115,154.60765618550025,0.02,0.005
out_c68939f3-fb36-4a93-91ea-06ae2a9ea051.h5,1.0,27048100418.41658,237457367.25431442,18575.0,26810643051.162266,87.3,[0.00405 0.      0.     ],[ 75074052.94314553 -23332435.76940608   3707448.60268611],1e-09,0.1,495.50857176012795,154.60765618550025,0.02,0.005
out_b65fe9d8-98c7-4814-88e7-538bfc5d7b7a.h5,1.0,27034472877.955013,223829826.7927475,18575.0,26810643051.162266,88.3,[0.0009 0.     0.    ],[-17756747.86850587  76638812.50226101  -2334841.05729442],1e-09,0.1,495.6910500931221,154.60765618550025,0.02,0.005
out_fa0dcf25-fb8d-4492-99a6-59ecba158a06.h5,1.0,27033201905.44651,222558854.28424454,18575.0,26810643051.162266,88.4,[0.0041 0.     0.    ],[-16079743.52230406  77012166.90049188   2197534.28481529],1e-09,0.1,495.7080932936904,154.60765618550025,0.02,0.005
out_de7fc81e-d314-42e7-a97d-3dff778fe55a.h5,1.0,27053323885.778557,242680834.61629105,18575.0,26810643051.162266,87.0,[0.0042 0.     0.    ],[  8460717.21923739 -78139049.25290337   4119029.66409281],1e-09,0.1,495.43875383128375,154.60765618550025,0.02,0.005
out_86e95558-b43b-49a0-ac5c-86e249a9a9e6.h5,1.0,27030170927.16398,219527876.0017128,18575.0,26810643051.162266,88.7,[0.00435 0.      0.     ],[-68920807.66309953 -37960441.91879804   1785575.4760964 ],1e-09,0.1,495.74875422531517,154.60765618550025,0.02,0.005
out_e330e8fc-c2a0-4334-b4cf-2f73581e9ec5.h5,1.0,27058290941.52247,247647890.3602028,18575.0,26810643051.162266,86.8,[0.0031 0.     0.    ],[ 76350570.22488876 -18588975.70004148   4393354.99849868],1e-09,0.1,495.3724279987853,154.60765618550025,0.02,0.005
out_c8f633dd-09bf-49ef-9f41-df2d99493089.h5,1.0,27028705966.88066,218062915.71839523,18575.0,26810643051.162266,88.9,[0.00085 0.      0.     ],[ 72270356.98605894 -31128344.25998888   1510908.37725346],1e-09,0.1,495.76841533248347,154.60765618550025,0.02,0.005
out_c112e863-d6e8-4b16-971d-c184e60badfd.h5,1.0,27038922877.39663,228279826.23436356,18575.0,26810643051.162266,87.9,[0.0041 0.     0.    ],[ -3372572.33072913 -78578428.97735131  -2883992.84163323],1e-09,0.1,495.6314102729959,154.60765618550025,0.02,0.005
out_7547f317-f41d-4eee-9dbb-65fee559c0f6.h5,1.0,27024014271.19927,213371220.03700256,18575.0,26810643051.162266,90.0,[0.00285 0.      0.     ],[2.48880273e+07 7.46648998e+07 4.81920734e-09],1e-09,0.1,495.83141945515587,154.60765618550025,0.02,0.005
out_9240b2eb-1b8a-49bd-b59b-1ab25e9d9f5b.h5,1.0,27024628328.601215,213985277.43894958,18575.0,26810643051.162266,89.6,[0.00335 0.      0.     ],[-49468608.82322006  61211240.8353964    -549450.51785376],1e-09,0.1,495.8231701316749,154.60765618550025,0.02,0.005
out_1ff2358c-0366-4b54-975b-ed679dc250b3.h5,1.0,27024963673.376114,214320622.2138481,18575.0,26810643051.162266,89.5,[0.0031 0.     0.    ],[-55897293.78798904 -55401101.05923801    686810.00908256],1e-09,0.1,495.8186654794842,154.60765618550025,0.02,0.005
out_246cc93c-d168-4e61-a4e6-5820402d1733.h5,1.0,27036414720.18619,225771669.02392578,18575.0,26810643051.162266,88.1,[0.005 0.    0.   ],[-78057492.76434305  -9720074.22536743  -2609432.84702172],1e-09,0.1,495.6650188496908,154.60765618550025,0.02,0.005
out_78cb33a1-7a80-4a2e-a65a-2528d7652be1.h5,1.0,27031299540.11835,220656488.9560852,18575.0,26810643051.162266,88.6,[0.0018 0.     0.    ],[ 62920484.14743082 -47239562.71485104  -1922901.07592613],1e-09,0.1,495.7336109817007,154.60765618550025,0.02,0.005
out_8f4451b7-504a-4223-86de-36a0606e6f07.h5,1.0,27052104640.45072,241461589.28845596,18575.0,26810643051.162266,87.1,[0.00195 0.      0.     ],[78384642.80540909  5852676.17598602 -3981847.96705131],1e-09,0.1,495.45504425446114,154.60765618550025,0.02,0.005
out_f59e9be7-d725-4554-aa9b-20940df60078.h5,1.0,27024073366.995087,213430315.8328209,18575.0,26810643051.162266,89.9,[0.0023 0.     0.    ],[-64788431.23607587  44684465.6292782    -137363.67554547],1e-09,0.1,495.83062551252584,154.60765618550025,0.02,0.005
out_ef4c375e-14d0-4621-bda7-368df8d13565.h5,1.0,27067032154.108673,256389102.94640732,18575.0,26810643051.162266,86.5,[0.00315 0.      0.     ],[-78526142.9848912    2195560.43269229   4804741.58389951],1e-09,0.1,495.2558585292389,154.60765618550025,0.02,0.005
out_a623f837-3417-4dd0-866f-159f2913de6c.h5,1.0,27026463211.99734,215820160.83507538,18575.0,26810643051.162266,89.2,[0.003 0.    0.   ],[ 22033016.67381141 -75548658.56523003  -1098874.25626444],1e-09,0.1,495.79852588289873,154.60765618550025,0.02,0.005
out_098873f9-5064-40fa-b4f7-7e2c5a194d2a.h5,1.0,27028538918.416626,217895867.2543602,18575.0,26810643051.162266,88.9,[0.00415 0.      0.     ],[58016091.61037859 53161183.48491631  1510908.37725346],1e-09,0.1,495.7706576273448,154.60765618550025,0.02,0.005
